model,seed,fold,epoch,learning_rate,train_loss,validation_loss,train_mae,validation_mae
MLP_base_MAE,42,1,27,0.0010000000474974513,5.277949810028076,5.8002777099609375,5.243983745574951,5.766267776489258
MLP_base_MAE,42,1,28,0.0010000000474974513,5.30945348739624,5.843924045562744,5.275407791137695,5.80983304977417
MLP_base_MAE,42,1,29,0.0010000000474974513,5.241981506347656,5.812934875488281,5.207852840423584,5.77876091003418
MLP_base_MAE,42,1,30,0.0010000000474974513,5.248046875,5.856962203979492,5.213842391967773,5.822720527648926
MLP_base_MAE,42,1,31,0.0010000000474974513,5.230676651000977,5.816620349884033,5.196406841278076,5.782310962677002
MLP_base_MAE,42,1,32,0.0010000000474974513,5.209122657775879,5.810758590698242,5.1747822761535645,5.776381492614746
MLP_base_MAE,42,1,33,0.0010000000474974513,5.236985683441162,5.8213419914245605,5.20258092880249,5.78690242767334
MLP_base_MAE,42,1,34,0.0010000000474974513,5.158151626586914,5.823801040649414,5.123682498931885,5.789294242858887
MLP_base_MAE,42,1,35,0.0010000000474974513,5.187132358551025,5.799066066741943,5.152592658996582,5.764486789703369
MLP_base_MAE,42,1,36,0.0010000000474974513,5.130397319793701,5.8177876472473145,5.095781326293945,5.7831292152404785
MLP_base_MAE,42,1,37,0.0010000000474974513,5.132848739624023,5.882888317108154,5.098160743713379,5.848166465759277
MLP_base_MAE,42,1,38,0.0010000000474974513,5.109005451202393,5.851550102233887,5.07425594329834,5.816766262054443
MLP_base_MAE,42,1,39,0.0010000000474974513,5.0403828620910645,5.835392475128174,5.0055694580078125,5.800541400909424
MLP_base_MAE,42,1,40,0.0010000000474974513,5.0546369552612305,5.92894983291626,5.0197553634643555,5.894030570983887
MLP_base_MAE,42,1,41,0.0010000000474974513,5.014225482940674,5.964987277984619,4.979274272918701,5.929997444152832
MLP_base_MAE,42,1,42,0.0010000000474974513,5.092566967010498,6.016455173492432,5.057544708251953,5.981395244598389
MLP_base_MAE,42,1,43,0.0010000000474974513,5.100900173187256,5.942752838134766,5.065811634063721,5.907628536224365
MLP_base_MAE,42,1,44,0.0010000000474974513,5.05054235458374,5.9472246170043945,5.01538610458374,5.912030220031738
MLP_base_MAE,42,1,45,0.0010000000474974513,5.090745449066162,5.886702537536621,5.0555219650268555,5.851439952850342
MLP_base_MAE,42,1,46,0.0010000000474974513,5.066286087036133,5.946092128753662,5.0309858322143555,5.9107489585876465
MLP_base_MAE,42,1,47,0.0010000000474974513,4.941102981567383,5.8883137702941895,4.905728340148926,5.852901935577393
MLP_base_MAE,42,1,48,0.0010000000474974513,5.059348106384277,5.860739231109619,5.023908615112305,5.825268268585205
MLP_base_MAE,42,1,49,0.0010000000474974513,5.000845432281494,5.928025245666504,4.96535062789917,5.8924970626831055
MLP_base_MAE,42,1,50,0.0010000000474974513,4.929847240447998,5.852491855621338,4.894288063049316,5.816891193389893
MLP_base_MAE,42,1,51,0.0010000000474974513,4.971200942993164,5.910719871520996,4.935570240020752,5.875054359436035
MLP_base_MAE,42,1,52,0.0010000000474974513,4.978408336639404,5.881824970245361,4.942713260650635,5.846095561981201
MLP_base_MAE,42,1,53,0.0010000000474974513,4.945247173309326,5.868834972381592,4.909489631652832,5.833044052124023
MLP_base_MAE,42,1,54,0.0010000000474974513,4.9301629066467285,5.936916828155518,4.894340515136719,5.901054382324219
MLP_base_MAE,42,1,55,0.0010000000474974513,4.967756748199463,5.948591232299805,4.931862831115723,5.912661552429199
MLP_base_MAE,42,1,56,0.0010000000474974513,4.8605170249938965,5.887704372406006,4.824559211730957,5.851710796356201
MLP_base_MAE,42,1,57,0.0010000000474974513,4.897280216217041,5.938708305358887,4.861256122589111,5.902645587921143
MLP_base_MAE,42,1,58,0.0010000000474974513,4.895730495452881,5.9102983474731445,4.859638214111328,5.874171257019043
MLP_base_MAE,42,1,59,0.0010000000474974513,4.879306316375732,5.907674312591553,4.843151092529297,5.87148380279541
MLP_base_MAE,42,1,60,0.0010000000474974513,4.942931652069092,5.938546180725098,4.906709671020508,5.902282238006592
MLP_base_MAE,42,2,1,0.0010000000474974513,8.990067481994629,8.484325408935547,8.957906723022461,8.452132225036621
MLP_base_MAE,42,2,2,0.0010000000474974513,8.503393173217773,8.280529022216797,8.471172332763672,8.24827766418457
MLP_base_MAE,42,2,3,0.0010000000474974513,8.075272560119629,8.039852142333984,8.042998313903809,8.007553100585938
MLP_base_MAE,42,2,4,0.0010000000474974513,7.6994123458862305,8.003724098205566,7.667091369628906,7.971377849578857
MLP_base_MAE,42,2,5,0.0010000000474974513,7.359025478363037,7.82515287399292,7.326657772064209,7.792758941650391
MLP_base_MAE,42,2,6,0.0010000000474974513,7.044136047363281,7.635188579559326,7.011717319488525,7.60274076461792
MLP_base_MAE,42,2,7,0.0010000000474974513,6.762493133544922,7.308082103729248,6.730020523071289,7.275578022003174
MLP_base_MAE,42,2,8,0.0010000000474974513,6.489852428436279,7.22196626663208,6.457319259643555,7.189396858215332
MLP_base_MAE,42,2,9,0.0010000000474974513,6.266051292419434,6.9606451988220215,6.233452320098877,6.928010940551758
MLP_base_MAE,42,2,10,0.0010000000474974513,6.10039758682251,6.824738502502441,6.067729473114014,6.7920331954956055
MLP_base_MAE,42,2,11,0.0010000000474974513,5.928750991821289,6.5817036628723145,5.8960113525390625,6.54892635345459
MLP_base_MAE,42,2,12,0.0010000000474974513,5.838000774383545,6.469566822052002,5.8051910400390625,6.436717987060547
MLP_base_MAE,42,2,13,0.0010000000474974513,5.724202632904053,6.3353271484375,5.691318511962891,6.302400588989258
MLP_base_MAE,42,2,14,0.0010000000474974513,5.601561546325684,6.186567306518555,5.568596839904785,6.153558731079102
MLP_base_MAE,42,2,15,0.0010000000474974513,5.553692817687988,6.239674091339111,5.52064847946167,6.2065839767456055
MLP_base_MAE,42,2,16,0.0010000000474974513,5.510284900665283,6.128280162811279,5.477158069610596,6.095107078552246
MLP_base_MAE,42,2,17,0.0010000000474974513,5.48825216293335,6.114115238189697,5.455033779144287,6.080843925476074
MLP_base_MAE,42,2,18,0.0010000000474974513,5.435186386108398,6.134507179260254,5.4018778800964355,6.10115385055542
MLP_base_MAE,42,2,19,0.0010000000474974513,5.416546821594238,6.069838047027588,5.383153915405273,6.036396026611328
MLP_base_MAE,42,2,20,0.0010000000474974513,5.427047252655029,6.0237627029418945,5.393562316894531,5.990231513977051
MLP_base_MAE,42,2,21,0.0010000000474974513,5.359373569488525,5.9638872146606445,5.325804233551025,5.930271625518799
MLP_base_MAE,42,2,22,0.0010000000474974513,5.354435920715332,5.981403350830078,5.3207783699035645,5.947694301605225
MLP_base_MAE,42,2,23,0.0010000000474974513,5.343504905700684,5.949311256408691,5.309754848480225,5.915515899658203
MLP_base_MAE,42,2,24,0.0010000000474974513,5.2564568519592285,5.960722923278809,5.222623825073242,5.926848411560059
MLP_base_MAE,42,2,25,0.0010000000474974513,5.302977561950684,5.910562992095947,5.269067287445068,5.876610279083252
MLP_base_MAE,42,2,26,0.0010000000474974513,5.29708194732666,5.9355058670043945,5.26309061050415,5.901464462280273
MLP_base_MAE,42,2,27,0.0010000000474974513,5.2847795486450195,5.928134918212891,5.250697612762451,5.894008636474609
MLP_base_MAE,42,2,28,0.0010000000474974513,5.206428050994873,5.921142578125,5.172272205352783,5.886949062347412
MLP_base_MAE,42,2,29,0.0010000000474974513,5.241809368133545,5.9135236740112305,5.20758056640625,5.879251003265381
MLP_base_MAE,42,2,30,0.0010000000474974513,5.2080888748168945,5.903051376342773,5.173778057098389,5.8686957359313965
MLP_base_MAE,42,2,31,0.0010000000474974513,5.193941593170166,5.914040565490723,5.159544944763184,5.879601001739502
MLP_base_MAE,42,2,32,0.0010000000474974513,5.147995471954346,5.905089855194092,5.113523006439209,5.870579242706299
MLP_base_MAE,42,2,33,0.0010000000474974513,5.144415378570557,5.926904678344727,5.109869480133057,5.892313480377197
MLP_base_MAE,42,2,34,0.0010000000474974513,5.14290189743042,5.942135334014893,5.108267307281494,5.907454013824463
MLP_base_MAE,42,2,35,0.0010000000474974513,5.129861831665039,5.948264122009277,5.095144271850586,5.913504123687744
MLP_base_MAE,42,2,36,0.0010000000474974513,5.1414055824279785,5.935341835021973,5.1066107749938965,5.9005045890808105
MLP_base_MAE,42,2,37,0.0010000000474974513,5.113314628601074,5.967332363128662,5.0784382820129395,5.932412624359131
MLP_base_MAE,42,2,38,0.0010000000474974513,5.0577521324157715,5.984837055206299,5.022798538208008,5.949845790863037
MLP_base_MAE,42,2,39,0.0010000000474974513,5.1096625328063965,5.9911909103393555,5.074636459350586,5.956128120422363
MLP_base_MAE,42,2,40,0.0010000000474974513,5.074217319488525,5.970219135284424,5.039114952087402,5.935067653656006
MLP_base_MAE,42,2,41,0.0010000000474974513,5.101294994354248,5.9949445724487305,5.066103458404541,5.959712028503418
MLP_base_MAE,42,2,42,0.0010000000474974513,5.070783615112305,5.974834442138672,5.035520076751709,5.93953275680542
MLP_base_MAE,42,2,43,0.0010000000474974513,5.0702314376831055,5.9907755851745605,5.034891128540039,5.955389499664307
MLP_base_MAE,42,2,44,0.0010000000474974513,5.00449275970459,6.000116348266602,4.969074726104736,5.964662551879883
MLP_base_MAE,42,2,45,0.0010000000474974513,4.963619232177734,6.0009684562683105,4.928133964538574,5.965447425842285
MLP_base_MAE,42,2,46,0.0010000000474974513,5.05224609375,6.004087448120117,5.016689777374268,5.9684906005859375
MLP_base_MAE,42,2,47,0.0010000000474974513,4.942502498626709,6.011740684509277,4.906872749328613,5.976068496704102
MLP_base_MAE,42,2,48,0.0010000000474974513,4.990503311157227,5.982988357543945,4.954789161682129,5.947229385375977
MLP_base_MAE,42,2,49,0.0010000000474974513,4.97154426574707,6.006666660308838,4.935751914978027,5.9708333015441895
MLP_base_MAE,42,2,50,0.0010000000474974513,4.949143886566162,5.954359531402588,4.913269996643066,5.91843843460083
MLP_base_MAE,42,2,51,0.0010000000474974513,4.995508193969727,5.959959506988525,4.959554195404053,5.923969268798828
MLP_base_MAE,42,2,52,0.0010000000474974513,4.92060661315918,5.950915336608887,4.884583473205566,5.914851665496826
MLP_base_MAE,42,2,53,0.0010000000474974513,4.938294887542725,5.945718288421631,4.902194499969482,5.909578323364258
MLP_base_MAE,42,2,54,0.0010000000474974513,4.938624382019043,5.959050178527832,4.902449607849121,5.922837257385254
MLP_base_MAE,42,2,55,0.0010000000474974513,4.951443195343018,5.963520050048828,4.915197849273682,5.927236557006836
MLP_base_MAE,42,3,1,0.0010000000474974513,8.789361953735352,8.114771842956543,8.757057189941406,8.082427024841309
MLP_base_MAE,42,3,2,0.0010000000474974513,8.287616729736328,7.839102745056152,8.255239486694336,7.806692600250244
MLP_base_MAE,42,3,3,0.0010000000474974513,7.858693599700928,7.764219760894775,7.826253890991211,7.731745719909668
MLP_base_MAE,42,3,4,0.0010000000474974513,7.430741310119629,7.600528717041016,7.398232936859131,7.5679826736450195
MLP_base_MAE,42,3,5,0.0010000000474974513,7.0592803955078125,7.344818115234375,7.026702880859375,7.312202453613281
MLP_base_MAE,42,3,6,0.0010000000474974513,6.753913402557373,7.061232566833496,6.721261024475098,7.028536319732666
MLP_base_MAE,42,3,7,0.0010000000474974513,6.477734088897705,6.861048698425293,6.444997787475586,6.828263759613037
MLP_base_MAE,42,3,8,0.0010000000474974513,6.257805347442627,6.793570041656494,6.224977016448975,6.7606916427612305
MLP_base_MAE,42,3,9,0.0010000000474974513,6.022790908813477,6.532012939453125,5.989874839782715,6.499053478240967
MLP_base_MAE,42,3,10,0.0010000000474974513,5.888677597045898,6.431099891662598,5.855677604675293,6.398046016693115
MLP_base_MAE,42,3,11,0.0010000000474974513,5.774117469787598,6.288044452667236,5.741018295288086,6.254894733428955
MLP_base_MAE,42,3,12,0.0010000000474974513,5.687768459320068,6.174123287200928,5.6545796394348145,6.140891075134277
MLP_base_MAE,42,3,13,0.0010000000474974513,5.615501403808594,6.0704665184021,5.58223295211792,6.037155628204346
MLP_base_MAE,42,3,14,0.0010000000474974513,5.572056770324707,6.143470764160156,5.538703441619873,6.110069274902344
MLP_base_MAE,42,3,15,0.0010000000474974513,5.5254292488098145,6.054771900177002,5.491986274719238,6.02128267288208
MLP_base_MAE,42,3,16,0.0010000000474974513,5.489287376403809,6.016115665435791,5.455756664276123,5.982535362243652
MLP_base_MAE,42,3,17,0.0010000000474974513,5.46111536026001,6.011834621429443,5.427493572235107,5.978170394897461
MLP_base_MAE,42,3,18,0.0010000000474974513,5.491104602813721,5.993875026702881,5.457400321960449,5.960119247436523
MLP_base_MAE,42,3,19,0.0010000000474974513,5.4623212814331055,6.020415306091309,5.428520202636719,5.98656702041626
MLP_base_MAE,42,3,20,0.0010000000474974513,5.403182506561279,5.964252471923828,5.369293212890625,5.930317401885986
MLP_base_MAE,42,3,21,0.0010000000474974513,5.3853983879089355,6.014932155609131,5.351417541503906,5.980903148651123
MLP_base_MAE,42,3,22,0.0010000000474974513,5.406490325927734,5.961519241333008,5.3724188804626465,5.927402973175049
MLP_base_MAE,42,3,23,0.0010000000474974513,5.357517242431641,6.022228717803955,5.323357105255127,5.98801851272583
MLP_base_MAE,42,3,24,0.0010000000474974513,5.326735496520996,6.013926982879639,5.292480945587158,5.97962760925293
MLP_base_MAE,42,3,25,0.0010000000474974513,5.383623123168945,5.98732328414917,5.3492817878723145,5.952929973602295
MLP_base_MAE,42,3,26,0.0010000000474974513,5.284222602844238,6.027279376983643,5.249792098999023,5.9928083419799805
MLP_base_MAE,42,3,27,0.0010000000474974513,5.310186386108398,6.00266170501709,5.275677680969238,5.9681077003479
MLP_base_MAE,42,3,28,0.0010000000474974513,5.294862747192383,5.982562065124512,5.260264873504639,5.947919845581055
MLP_base_MAE,42,3,29,0.0010000000474974513,5.292766571044922,5.99733829498291,5.258083820343018,5.96260929107666
MLP_base_MAE,42,3,30,0.0010000000474974513,5.290724754333496,5.9992852210998535,5.255958557128906,5.9644775390625
MLP_base_MAE,42,3,31,0.0010000000474974513,5.272332668304443,6.01838493347168,5.237485885620117,5.983493804931641
MLP_base_MAE,42,3,32,0.0010000000474974513,5.243213176727295,6.048240661621094,5.208283424377441,6.013266086578369
MLP_base_MAE,42,3,33,0.0010000000474974513,5.24215841293335,6.050143241882324,5.207144737243652,6.015084743499756
MLP_base_MAE,42,3,34,0.0010000000474974513,5.211452960968018,6.008784770965576,5.176356792449951,5.973642349243164
MLP_base_MAE,42,3,35,0.0010000000474974513,5.183000564575195,6.0112624168396,5.147815704345703,5.9760332107543945
MLP_base_MAE,42,3,36,0.0010000000474974513,5.166666030883789,6.058684825897217,5.131400108337402,6.023371696472168
MLP_base_MAE,42,3,37,0.0010000000474974513,5.243439197540283,6.087234973907471,5.208087921142578,6.051840305328369
MLP_base_MAE,42,3,38,0.0010000000474974513,5.18951940536499,6.071041107177734,5.154088020324707,6.035569190979004
MLP_base_MAE,42,3,39,0.0010000000474974513,5.168827533721924,6.077299118041992,5.133314609527588,6.041740417480469
MLP_base_MAE,42,3,40,0.0010000000474974513,5.132027626037598,6.070601463317871,5.096434593200684,6.034969806671143
MLP_base_MAE,42,3,41,0.0010000000474974513,5.13471794128418,6.083532810211182,5.099049091339111,6.047823905944824
MLP_base_MAE,42,3,42,0.0010000000474974513,5.106400012969971,6.053289413452148,5.070653438568115,6.017502307891846
MLP_base_MAE,42,3,43,0.0010000000474974513,5.071567058563232,6.046671390533447,5.035747051239014,6.010814666748047
MLP_base_MAE,42,3,44,0.0010000000474974513,5.1345343589782715,6.0685858726501465,5.098636627197266,6.032639503479004
MLP_base_MAE,42,3,45,0.0010000000474974513,5.111696720123291,6.064684867858887,5.075716972351074,6.028666973114014
MLP_base_MAE,42,3,46,0.0010000000474974513,5.082556247711182,6.0487799644470215,5.046504974365234,6.01269006729126
MLP_base_MAE,42,3,47,0.0010000000474974513,5.0733819007873535,6.132238388061523,5.03725528717041,6.096068382263184
MLP_base_MAE,42,4,1,0.0010000000474974513,8.084833145141602,8.079523086547852,8.052653312683105,8.047280311584473
MLP_base_MAE,42,4,2,0.0010000000474974513,7.530290126800537,7.71307373046875,7.497999668121338,7.680736064910889
MLP_base_MAE,42,4,3,0.0010000000474974513,7.106211185455322,7.576479911804199,7.073832035064697,7.544053554534912
MLP_base_MAE,42,4,4,0.0010000000474974513,6.754199981689453,7.323946952819824,6.7217302322387695,7.291428565979004
MLP_base_MAE,42,4,5,0.0010000000474974513,6.409448623657227,7.064634323120117,6.376888751983643,7.032027244567871
MLP_base_MAE,42,4,6,0.0010000000474974513,6.165174961090088,6.812259674072266,6.132528305053711,6.779567241668701
MLP_base_MAE,42,4,7,0.0010000000474974513,5.996186256408691,6.581422328948975,5.9634504318237305,6.548635482788086
MLP_base_MAE,42,4,8,0.0010000000474974513,5.8672943115234375,6.368663311004639,5.834464073181152,6.335781574249268
MLP_base_MAE,42,4,9,0.0010000000474974513,5.7314043045043945,6.242215156555176,5.698482513427734,6.2092509269714355
MLP_base_MAE,42,4,10,0.0010000000474974513,5.691620349884033,6.032773971557617,5.658619403839111,5.999729156494141
MLP_base_MAE,42,4,11,0.0010000000474974513,5.644716739654541,6.074146270751953,5.611632823944092,6.041015625
MLP_base_MAE,42,4,12,0.0010000000474974513,5.619731426239014,5.96157169342041,5.5865583419799805,5.928354263305664
MLP_base_MAE,42,4,13,0.0010000000474974513,5.572416305541992,5.943736553192139,5.539163112640381,5.910435199737549
MLP_base_MAE,42,4,14,0.0010000000474974513,5.547863006591797,5.8984808921813965,5.514517307281494,5.865086078643799
MLP_base_MAE,42,4,15,0.0010000000474974513,5.505119323730469,5.841390609741211,5.471689224243164,5.807916164398193
MLP_base_MAE,42,4,16,0.0010000000474974513,5.545486927032471,5.8543500900268555,5.511970043182373,5.82078218460083
MLP_base_MAE,42,4,17,0.0010000000474974513,5.461306095123291,5.895157814025879,5.427697658538818,5.861506938934326
MLP_base_MAE,42,4,18,0.0010000000474974513,5.479212284088135,5.804479598999023,5.445527076721191,5.770750045776367
MLP_base_MAE,42,4,19,0.0010000000474974513,5.432822227478027,5.823995113372803,5.399053573608398,5.79018497467041
MLP_base_MAE,42,4,20,0.0010000000474974513,5.445964336395264,5.812475681304932,5.412116527557373,5.77858304977417
MLP_base_MAE,42,4,21,0.0010000000474974513,5.417211055755615,5.774256706237793,5.383275985717773,5.740272521972656
MLP_base_MAE,42,4,22,0.0010000000474974513,5.452721118927002,5.799520015716553,5.418688774108887,5.7654337882995605
MLP_base_MAE,42,4,23,0.0010000000474974513,5.402782917022705,5.805756568908691,5.368657112121582,5.771587371826172
MLP_base_MAE,42,4,24,0.0010000000474974513,5.412771701812744,5.785843372344971,5.378566265106201,5.751598834991455
MLP_base_MAE,42,4,25,0.0010000000474974513,5.3787455558776855,5.803015232086182,5.344459533691406,5.768683910369873
MLP_base_MAE,42,4,26,0.0010000000474974513,5.361751556396484,5.830877780914307,5.327384948730469,5.7964701652526855
MLP_base_MAE,42,4,27,0.0010000000474974513,5.328433990478516,5.784823894500732,5.2939887046813965,5.750329971313477
MLP_base_MAE,42,4,28,0.0010000000474974513,5.36317253112793,5.754142761230469,5.328639507293701,5.719563007354736
MLP_base_MAE,42,4,29,0.0010000000474974513,5.328670024871826,5.76069450378418,5.294048309326172,5.726025581359863
MLP_base_MAE,42,4,30,0.0010000000474974513,5.306303977966309,5.7833757400512695,5.271599769592285,5.748630523681641
MLP_base_MAE,42,4,31,0.0010000000474974513,5.332066535949707,5.767228126525879,5.297280311584473,5.732391834259033
MLP_base_MAE,42,4,32,0.0010000000474974513,5.304713726043701,5.805542469024658,5.269833564758301,5.770616054534912
MLP_base_MAE,42,4,33,0.0010000000474974513,5.293308258056641,5.785358428955078,5.258344650268555,5.750349044799805
MLP_base_MAE,42,4,34,0.0010000000474974513,5.2901225090026855,5.8102803230285645,5.255075931549072,5.775190353393555
MLP_base_MAE,42,4,35,0.0010000000474974513,5.277277946472168,5.790321350097656,5.242147922515869,5.755147933959961
MLP_base_MAE,42,4,36,0.0010000000474974513,5.26506233215332,5.819331169128418,5.229855537414551,5.784083366394043
MLP_base_MAE,42,4,37,0.0010000000474974513,5.229358196258545,5.824069023132324,5.194074630737305,5.7887444496154785
MLP_base_MAE,42,4,38,0.0010000000474974513,5.221092700958252,5.847411155700684,5.185732841491699,5.812008857727051
MLP_base_MAE,42,4,39,0.0010000000474974513,5.214842796325684,5.8258819580078125,5.179403781890869,5.790401458740234
MLP_base_MAE,42,4,40,0.0010000000474974513,5.195493698120117,5.8387532234191895,5.159976482391357,5.803194522857666
MLP_base_MAE,42,4,41,0.0010000000474974513,5.1866068840026855,5.845388412475586,5.151012420654297,5.809751033782959
MLP_base_MAE,42,4,42,0.0010000000474974513,5.204659461975098,5.855510711669922,5.168987274169922,5.819794178009033
MLP_base_MAE,42,4,43,0.0010000000474974513,5.181825160980225,5.872539520263672,5.1460723876953125,5.836746692657471
MLP_base_MAE,42,4,44,0.0010000000474974513,5.176777362823486,5.830183506011963,5.140942096710205,5.794299602508545
MLP_base_MAE,42,4,45,0.0010000000474974513,5.170121669769287,5.869503498077393,5.134200096130371,5.8335347175598145
MLP_base_MAE,42,4,46,0.0010000000474974513,5.113280773162842,5.845849514007568,5.077278137207031,5.809805870056152
MLP_base_MAE,42,4,47,0.0010000000474974513,5.127214431762695,5.855457305908203,5.091125965118408,5.8193182945251465
MLP_base_MAE,42,4,48,0.0010000000474974513,5.139891624450684,5.863287925720215,5.103713512420654,5.8270649909973145
MLP_base_MAE,42,4,49,0.0010000000474974513,5.134576320648193,5.837416172027588,5.098315715789795,5.801113605499268
MLP_base_MAE,42,4,50,0.0010000000474974513,5.095439434051514,5.830706596374512,5.059103488922119,5.7943291664123535
MLP_base_MAE,42,4,51,0.0010000000474974513,5.116491317749023,5.8254876136779785,5.080072402954102,5.789022922515869
MLP_base_MAE,42,4,52,0.0010000000474974513,5.054593086242676,5.841790199279785,5.018093109130859,5.805243015289307
MLP_base_MAE,42,4,53,0.0010000000474974513,5.133894920349121,5.8654069900512695,5.097306251525879,5.828771114349365
MLP_base_MAE,42,5,1,0.0010000000474974513,8.654359817504883,8.362062454223633,8.62209701538086,8.32974910736084
MLP_base_MAE,42,5,2,0.0010000000474974513,8.027013778686523,8.0370454788208,7.9946608543396,8.00464916229248
MLP_base_MAE,42,5,3,0.0010000000474974513,7.529535293579102,7.803979396820068,7.497097492218018,7.771493911743164
MLP_base_MAE,42,5,4,0.0010000000474974513,7.036412715911865,7.495899200439453,7.0038886070251465,7.463336944580078
MLP_base_MAE,42,5,5,0.0010000000474974513,6.674357891082764,7.230742454528809,6.641759395599365,7.198101997375488
MLP_base_MAE,42,5,6,0.0010000000474974513,6.370786666870117,6.917811393737793,6.338107585906982,6.885084629058838
MLP_base_MAE,42,5,7,0.0010000000474974513,6.132185459136963,6.722963333129883,6.099416255950928,6.690142631530762
MLP_base_MAE,42,5,8,0.0010000000474974513,5.97540807723999,6.466521263122559,5.942538261413574,6.433597564697266
MLP_base_MAE,42,5,9,0.0010000000474974513,5.809704780578613,6.328049659729004,5.776731491088867,6.295022964477539
MLP_base_MAE,42,5,10,0.0010000000474974513,5.751779079437256,6.234691143035889,5.7187066078186035,6.201562881469727
MLP_base_MAE,42,5,11,0.0010000000474974513,5.655395984649658,6.044662952423096,5.622220993041992,6.0114359855651855
MLP_base_MAE,42,5,12,0.0010000000474974513,5.6836652755737305,6.101016521453857,5.650393486022949,6.067691326141357
MLP_base_MAE,42,5,13,0.0010000000474974513,5.593998432159424,6.060628890991211,5.5606279373168945,6.027210235595703
MLP_base_MAE,42,5,14,0.0010000000474974513,5.58274507522583,6.006210803985596,5.549288749694824,5.972713470458984
MLP_base_MAE,42,5,15,0.0010000000474974513,5.548766136169434,6.0114006996154785,5.5152268409729,5.977814197540283
MLP_base_MAE,42,5,16,0.0010000000474974513,5.533431529998779,5.916245937347412,5.499809265136719,5.882580280303955
MLP_base_MAE,42,5,17,0.0010000000474974513,5.54284143447876,5.940070152282715,5.509132385253906,5.906310558319092
MLP_base_MAE,42,5,18,0.0010000000474974513,5.49694299697876,5.948409557342529,5.463141918182373,5.914559841156006
MLP_base_MAE,42,5,19,0.0010000000474974513,5.490323543548584,5.916126728057861,5.456432819366455,5.882187366485596
MLP_base_MAE,42,5,20,0.0010000000474974513,5.485979080200195,5.905080795288086,5.451998710632324,5.8710503578186035
MLP_base_MAE,42,5,21,0.0010000000474974513,5.49476432800293,5.910451412200928,5.460689067840576,5.876327037811279
MLP_base_MAE,42,5,22,0.0010000000474974513,5.453603744506836,5.90554666519165,5.41943359375,5.871329307556152
MLP_base_MAE,42,5,23,0.0010000000474974513,5.417659282684326,5.896524906158447,5.383400917053223,5.862218856811523
